predict_summary,refer
美国通用原子航空系统公司（GA-ASI）与印度巴拉特锻造有限公司宣布合作，以提升印度的制造业，主要生产遥控飞行器的主起落架组件、分装配和总装配。巴拉特锻造有限公司是印度最大的冶金知识库，拥有设计和工程专业知识以及制造实力。GA-ASI公司对于与巴拉特锻造有限公司在航空结构制造领域的合作充满期待。巴拉特锻造有限公司的董事长表示，与GA-ASI的合作是他们在航空增长策略中的重要一步，旨在使印度自力更生。GA-ASI公司对于与巴拉特锻造有限公司的合作充满信心，认为这将为双方公司提供重要的能力建设，同时也将推动印度大型无人飞行器行业的发展。,为了促进印度制造业的发展，通用原子航空系统公司（GA-ASI）与印度Bharat锻造有限公司宣布建立合作伙伴关系，旨在共同制造无人遥控飞机的起落架等重要部件。Bharat锻造有限公司隶属于Kalyani集团，是印度最大的冶金设计与工程制造公司，拥有超过五十年的高端制造经验，配备先进的数字集成制造、组装与测试设施，可用于航空航天部件与系统，为民用和军用飞机及发动机制造各种部件与子系统。
伦敦帝国学院和都灵理工大学的研究人员在《自然电子学》上发表的一项研究揭示了印刷二维（2D）材料中电力传输的物理机制。研究发现，通过调整2D材料薄膜的性质，可以定制电子设备，从而设计出新型的高性能印刷和柔性电子设备。此项研究为新型设备的开发提供了可能，比如可以集成到柔性和可拉伸的材料中，如衣物、纸张，甚至人体组织中。研究团队还研究了电子电荷在几种喷墨打印的2D材料薄膜中的传输方式，发现其受温度、磁场和电场变化的控制。这些发现将有助于其他研究人员设计具有所需性质的印刷和柔性2D材料设备。,"近日，英国伦敦帝国学院研究人员开发出制造印刷电子器件的新平台。二维（2D）材料可以分散在溶液中并配制成可印刷的油墨，用这种油墨可以生产出极柔韧、半透明且具有新颖电子特性的超薄薄膜。为此，研究人员研究了电子电荷在喷墨打印二维材料薄膜过程中的传输方式，并展示了该过程如何被温度、磁场和温度变化所控制。研究人员共研究了三种典型的二维材料，分别是石墨烯、二硫化钼和碳化钛 (Ti3C2),并绘制出电荷传输行为在不同条件下的变化，发现了二维材料和电荷传输控制之间的关系。该研究将有助于其他研究人员根据需要设计具有特定特性的柔性二维材料器件，不仅使基于二维材料的印刷电子产品可控设计成为可能，而且还有望进一步促进新型柔性电子设备的创新发展。"
2022年11月1日，NextFlex于2022年5月委托进行的一项研究旨在深入了解柔性混合电子（FHE）制造生态系统以及市场和商业化计划。该研究从会员和非会员公司中获取输入，以创建当前FHE制造生态系统的代表性视图。这是首次收集数据以评估FHE生态系统，并已成功建立了基线。从这项研究中收集的数据来看，FHE似乎正处于从早期技术好奇心过渡到可行商业现实的关键时刻。在这项初步研究中，有30家公司参与，其中20家是会员，10家是非会员。这些公司代表了FHE生态系统的良好参与度，并在他们服务的市场细分中占有一席之地。这种广泛的参与增强了对FHE生态系统的评估。,"美国柔性混合电子制造机构（NexFlex）于2022年5月委托进行了一项研究，以深入了解柔性混合电子（FHE）制造生态系统，以及市场和商业化计划。从会员公司和非会员公司获取信息，以创建表征柔性混合电子制造生态系统现状的典型视图。2022年11月，NexFlex发布《柔性混合电子生态系统评估》报告，从参与者，用户对柔性混合电子的兴趣，柔性混合电子项目活动和资源，柔性混合电子产品发布和首次应用，柔性混合电子发展障碍，研发、制造和市场地理位置，柔性混合电子的推进等方面进行了评估。
此项研究，有30家公司参与，其中20家为机构会员，10家为非机构会员。这些公司代表了柔性混合电子生态系统及其服务细分市场的良好参与度。这种广泛的参与增进了对柔性混合电子生态系统的评估。这是首次收集数据以评估柔性混合电子生态系统，并成功建立了基线。从本项研究收集的数据看，柔性混合电子似乎正处于从早期的技术好奇心向可行的商业现实过渡的边缘；仍有障碍需要克服，但公司的广泛积极参与及其对资源的承诺，能使市场在3-5年内实现增长。"
瑞典3D打印机制造商Freemelt已获得一种新颖后处理方法的专利，该方法允许将多余的粉末从复杂零件中“冻结”出来。这种技术现已在美国和欧洲获得专利，未来可能使3D打印在更广泛的应用领域得以使用，特别是在制造具有复杂内部特性的燃气轮机组件中。Freemelt的金属3D打印任务是推进金属3D打印材料的开发，其主要通过Freemelt ONE实现，这是一台配有真空室、再涂覆机制和可调粉末供给系统的电子束机器，非常适合进行先进的金属粉末研发。Freemelt的新专利提出了一种依赖于“热冲击”的替代方案，通过将水冻结在零件通道中，使其膨胀10%，有效地“打破粉末颗粒之间的力量”，使不需要的材料更易于移除。,"瑞典3D打印机制造商Freemelt获得了一项3D打印专利，通过用一种新颖的后处理方法将多余的粉末“冻结”出复杂的零件，从而制造具有复杂内部通道结构的零部件。
如燃气轮机部件内部通常具有狭窄、蜿蜒的冷却腔或通道，当此类组件通过3D打印进行制造时，可能很难从这些通道内去除剩余的粉末，并且粉末还可能由于多种原因而粘在内腔内（例如，具有高堆积密度的粉末颗粒可能会简单地通过摩擦力相互锁定；3D打印过程中产生的热量可能导致粉末颗粒彼此半烧结；另一个可能原因是粉末颗粒通过在较早的工艺步骤中添加到粉末中的粘合剂保持在一起等等）。目前常见的去除内部粉末的方法，例如使用旋转工具和超声波方法将粉末颗粒彼此分离，然后将粉末从通道中输送出去。
此专利中利用了水，并基于这样一种想法：当水从液相转变为固相时将膨胀大约10％，这种膨胀可用于破坏粉末颗粒在内部空腔内的粘结，从而促进粉末的去除。为了更有效地断开粉末颗粒之间的黏连，介质可以选择具有溶解盐的水，例如氯化钠（如0.5~26％氯化钠溶液）或其他溶质。当盐水结冰时，它将开始形成固态冰区，即固相水，并且盐将从早期冻结的冰区扩散开来。使用盐水的效果会使相变随着时间的推移更加延长，因为盐的浓度可动态变化，因此盐会在空腔中四处传播，导致不同的间隙体积在不同的时间冻结。与使用非盐水相比，盐水会产生更显着的局部冰体积，并且液相到固相的转化更加均匀，这种效果将有利于更有效地断开粉末连接。相变是可重复的，因此循环相变可以建立更全方位的压力，清除顽固堵塞。
该技术目前已在美国和欧洲获得专利，其新颖的后处理方法旨在解决当前复杂内部部件的精加工问题，有望很快使3D打印技术应用于更广泛的领域，特别是在制造具有复杂内部特征的燃气轮机部件方面。"
美国国防部（DOD）相信人工智能将改变战争形态，未能采用AI技术可能会阻碍国家安全。DOD正在进行组织变革并投入数十亿美元以整合AI技术。然而，我们发现DOD的AI相关策略可以更全面，例如包括开发AI启用技术所需资源的完整描述。此外，DOD尚未发布明确定义参与AI活动的组件的角色和责任的指导方针。我们提出了7项针对这些和其他问题的建议。DOD已开始确定并报告其AI活动，但其AI基线库存存在限制，例如排除了分类活动。DOD官员表示，这些限制将在AI库存识别过程的后续阶段得到解决。然而，DOD尚未制定一个捕获所有要求和里程碑的高级计划或路线图。这样的计划将为DOD提供一个高级的、端到端的视图，显示实现向国会和DOD决策者提供完整和准确的AI活动库存的程序目标所需的所有功能。GAO提出了七项建议，包括DOD发布包含全面策略所有特征的指导方针；为其AI库存过程制定高级计划或路线图；以及最后确定和发布定义AI协作的角色和责任的指导方针和协议。DOD同意了这七项建议。,3月31日，美政府问责局发布报告称，国防部正进行组织变革，投资数十亿美元加速人工智能（AI）技术应用，并将AI视为改变战争的技术。但国防部现有AI战略尚不完善，没有包含对开发AI技术所需资源的全面描述，也没有界定参与AI活动各部门的职责与责任。报告建议国防部长应：确保国防部副部长向首席数字与人工智能官办公室、“联合人工智能中心”、各军种等机构发布指导意见，并促进各机构的合作，以将有关AI战略的所有特征纳入未来的AI战略与计划、支持编制首席数字与人工智能官办公室的预算，明确使用AI云平台的用户需求、为人工智能相关活动确定通用术语、确定各军种和其他国防部组织在AI活动中的职责与责任；确保国防部副部长为定期评估国防部AI战略和各军种AI战略制定实施流程等。
美国海军陆战队系统司令部（Marine Corps Systems Command）的燃料和水队正在开发一种名为“远征燃料分配系统”（Expeditionary Fuel Dispensing System，简称EFDS）的新系统，以提高战场灵活性。这个新的记录程序将现有燃料系统的功能，如两栖突击燃料系统（Amphibious Assault Fuel System，简称AAFS）和战术机场燃料分配系统（Tactical Airfield Fuel Dispensing System，简称TAFDS）重新配置为更小，更灵活的应急能力。EFDS允许指挥官选择定制的大宗燃料能力，而不是在分散的操作环境中执行任务时必须使用大型，笨重的传统燃料系统。此外，为了加快燃料系统的现代化工作，海军陆战队系统司令部的工程系统项目经理最近与II海军陆战队，海军陆战队后勤指挥部和海军陆战队储备指挥部合作，对位于乔治亚州阿尔巴尼的海军陆战队后勤基地的所有AAFS和TAFDS大宗燃料资产进行了盘点。尽管还有更多的工作要做，但海军陆战队系统司令部将与I海军陆战队合作，在2023年1月在MCLB Barstow进行类似的工作。,美海军陆战队正在加快发展“远征燃料分配系统”（EFDS），为未来战场提供更灵活的燃料供应能力，以维持美国的不对称后勤优势。EFDS旨在将大型、笨重的传统燃料系统（如两栖攻击燃料系统），以及战术机场燃料分配系统，转变为小型、更灵活的散装燃料分配方式，为军队提供小型、中型或大型集装箱式燃料供应选项，以提高海军陆战队的战备状态和机动能力，满足“分布式作战“”远征前进基地“等新型作战概念需求。为加快燃料系统现代化工作，海军陆战队各司令部已开始盘点和检查传统燃料系统，以确定其是否能够满足舰队需求，并为新的EFDS采办战略提供信息。
法国空客直升机公司已经获得了一份期待已久的合同，将其新型H160商用直升机发展为法国三军使用的军事平台。这份价值100亿欧元（113亿美元）的联合轻型直升机（HIL）项目合同已于12月22日签署。合同内容包括开发军用H160M（又名“猎豹”），采购169架直升机，开发和实施支持和培训系统，以及维护10年的机队。交付将于2027年开始。合同还将覆盖法国军事警察（Gendarmerie）购买10架H160以及法国国防物资局（DGA）购买一架H160用作飞行测试台的费用。HIL项目旨在使用H160替换法国现役的多种不同类型的直升机。法国国防部长弗洛伦斯·帕利（Florence Parly）称HIL项目是“我们更新防务装备的具体例子”，并补充说这个机队将“提高可用性并降低维护成本”。空客直升机公司CEO布鲁诺·埃文（Bruno Even）表示，H160M的选择是与DGA和法国武装力量10年紧密合作的结果。他还指出，法国武装力量将成为出口客户的参考。该公司此前曾表示，在未来几年中可能有机会出售额外的400架“猎豹”。这份合同是在空客宣布商用H160已经开始在日本全日本直升机公司服务后几天签署的。HIL合同对H160项目来说是一次重大的提振，该项目最初在接单方面遇到了困难。H160部分是为HIL项目设计的。在HIL项目的169架直升机中，首批30架飞机是实际订单，其中21架将交付给法国陆军，8架交付给海军，1架交付给空军。另外80架飞机将交付给陆军，作为空中侦察机，并提供火力支援和特种部队能力。还有49架将纳入法国海军，从其舰船上运营，并提供轻型反舰导弹攻击能力。剩下的40架将在空军中服役，执行包括对低速空中威胁的快速反应警戒和搜索救援任务在内的空域监视任务。在交付“猎豹”之前，法国海军将接收六架商用型H160用于搜索和救援任务。这些飞机是通过空客、巴布科克和赛峰的商业安排提供的。法国国防部表示，该项目将在未来15年内支持空客直升机的军事活动，并为飞机的供应链提供推动力，其中大部分位于法国。埃文此前在11月份告诉《La Tribune》财经报纸，HIL项目将在未来几年给公司带来“非常重要的能见度”。H160M将与商用型号有所不同，配备的是泰利斯FlytX航电套件，而不是空客自家的Helionix。空军飞机还将配备由泰利斯开发的AirMaster C紧凑型平板主动电子扫描阵列（AESA）监视雷达。空客还计划在平台上集成其Hforce通,"空客直升机公司获得了一份价值100亿英镑（约113亿美元）的联合轻型直升机（HIL）项目合同，将开发其H160新型民用直升机的军用型号，供法国武装部队的海、陆、空军使用。
该合同涵盖了军用直升机H160M“猎豹”的研发，169架H160M的采购、支持和培训系统的开发和实施，以及机队10年的维护。该直升机的交付将于2027年开始。该合同还将包括为法国宪兵部队采购另外10架H160，为法国国防材料局DGA采购1架H160，用作飞行试验台。HIL项目将用H160取代法国现役的几种不同型号的直升机，包括陆军的“瞪羚”、海军的“云雀”Ⅲ、“海豚”和“黑豹”以及空军和海军使用的AS550“非洲狐”直升机。
法国国防部长弗洛伦斯·帕利认为HIL项目将“提高机队可用性并降低维护成本”。空客直升机公司首席执行官布鲁诺·埃夫表示，法国武装部队将成为H160出口客户的参考。空客直升机公司此前曾表示，未来几年可能有机会再出售400架H160M直升机。就在合同签署几天前，空客宣布民用H160已经在日本全日空直升机公司开始运营。
HIL合同对H160项目来说是一个巨大的推动，该项目最初在订单接收方面遇到困难。H160的部分设计已经考虑到了HIL项目。在HIL合同的169架直升机中，前30架是确定订单，其中21架交付法国陆军，8架交付法国海军，1架交付法国空军。
另有80架将用于陆军充当侦察直升机，并用于火力支援和特种作战。另外49架将被编入法国海军，可在舰上起降、作战，并具有发射轻型反舰导弹的能力。其余40架将编入法国空军，执行空域监视任务，包括对低速空中威胁的快速反应警报和搜救任务。在军用型H160M“猎豹”交付前，法国海军将接收六架用于搜救任务的民用型H160。
法国国防部表示，HIL将在未来15年支持空客直升机公司的军品订货，并为空客直升机供应链提供支持，该供应链大部分位于法国。军用型H160M将不同于民用型号，其特点是使用了泰雷兹公司FlytX航电设备套件，而不是空客自己的Helionix套件。空军用的H160M还将配备泰雷兹公司的AirMaster C紧凑型平板有源相控阵（AESA）监视雷达。空客还计划将其Hforce通用武器系统集成到H160M上，使其海军型H160M能够混合使用制导和非制导武器，包括MBDA ANL反舰导弹。H160M还将配备一套自我保护套件、卫星通信系统、战术数据链路和光电摄像机。
（中国航发研究院 付玉）"
美军第四步兵师（4ID）士兵已测试下一代确保定位导航和时间（APNT）解决方案。该解决方案使士兵能够在全球定位系统（GPS）受争议的环境中管理位置完整性和时间。据美军作战测试指挥部电子战测试主任马修·特鲁阿克斯少校表示，安装的确保位置导航和时间系统（MAPS）将在服务的轮式和履带平台上进行整合。这种整合通过创建对新兴GPS威胁的高级别保护，支持多领域操作。在第一周的测试中，第一斯特赖克旅战斗队的士兵接受了新设备训练（NET）。这项训练旨在帮助他们熟悉MAPS系统和用户界面，并了解其功能。测试的后半部分涉及在实际操作任务中对系统提供反馈。这些操作包括在GPS被拒绝的环境中进行火力呼叫、侦查、快速反应部队和医疗撤离。MAPS旨在替代单一平台上多个GPS设备的需求，支持指挥和控制。它还有助于管理电子战攻击，借助机载防电子战天线。,美陆军第四步兵师近期测试了下一代可靠定位、导航与授时技术解决方案—“下一代车载可靠定位、导航和授时系统”（MAPS），该解决方案旨在取代平台对GPS的依赖，使士兵能够在GPS拒止、降级或欺骗时仍能提供可靠的导航和授时能力。测试过程包括对士兵进行新装备培训，帮助士兵熟悉新系统的界面，并通过实际操作对系统提供反馈，包括GPS拒止环境下的火力呼叫、侦察、快速反应和医疗后送。美陆军作战测试司令部情报电子战测试局少校马修表示，MAPS将被集成到轮式和履带式平台上，以建立应对新兴GPS威胁的高级别保护，支持多域作战。该系统还有望借助车载反电子战天线帮助管理电子战攻击。
"美国海军最新的弗吉尼亚级攻击潜艇，未来的海曼·G·里科弗号（SSN 795），于7月31日在康涅狄格州格罗顿的通用动力电船造船厂设施举行了命名仪式。海军核动力推进计划主任詹姆斯·考德威尔将军表示，这艘潜艇是对里科弗海军上将的恰当致敬，他真正改变了我们的海军。新船的建造是对美国造船工人和水手的奉献的见证。里科弗号最终将以7,835吨的排水量、132名船员和12个垂直发射系统以及四个鱼雷管的武器载荷加入舰队。像里科弗这样的快速攻击潜艇是多任务平台，能够实现海军海洋战略的五个核心能力——海上控制、力量投射、前沿存在、海上安全和威慑。",7月31日，美海军“弗吉尼亚”级攻击型核潜艇“海曼?里科弗”号（SSN-795）举行命名仪式。该艇排水量7835吨，艇员编制132人，配装12单元垂直发射系统和4具鱼雷发射管；具备5项海战核心能力，包括海上控制、力量投送、前沿存在、海上安全和威慑，可遂行反潜、反舰、对陆攻击、特种作战、情监侦、水雷战等任务。
2021年12月20日，地理空间情报解决方案提供商Intermap Technologies获得新合同，支持美国空军研究实验室（AFRL）为GPS信号被阻断的环境开发导航解决方案。这是该公司今年第八份政府合同。总部位于美国科罗拉多州的Intermap专门收集全球规模和精确的非结构化原始数据，然后将其扩展到网格化或网格化的3D高程模型（DEMs）。AFRL将利用这些Intermap的能力进行定位、导航和计时（PNT）系统。根据合同，Intermap还将提供必要的工程和科学支持，除了提供相关数据、技术和低延迟收集和处理能力。Intermap董事长兼CEO Patrick A. Blott表示：“在GPS信号被阻断的环境中，Intermap利用独特的商业能力和经验，可以帮助空军实现所需的效果，需要替代的导航方法。”他还表示，Intermap将与AFRL合作，帮助他们推进下一代支持多领域操作、远程精确火力、力量保护和机动的导航系统。此合同的签订是因为美国国防部（DoD）正在评估不同的方法，以在具有挑战性的环境中为战斗人员提供绝对定位和导航能力。,互图技术公司（Intermap）将为美空军研究实验室（AFRL）开发下一代定位、导航与授时（PNT）系统技术，旨在实现GPS受限、干扰环境下的定位/导航能力，支撑美军实现多域作战、远程精确打击、部队防御/机动等任务目标。
美国国家航空和宇宙局（NASA）正在与能源部（DOE）合作，推进太空核技术的发展。政府团队已选定三个核热推进系统的反应堆设计概念提案。这些反应堆是核热引擎的关键组成部分，将使用高浓度低丰度铀燃料。这些合同将通过DOE的爱达荷国家实验室（INL）授予，每个合同价值约500万美元，用于支持满足深空探索需求的各种设计策略的开发。核推进提供了比化学火箭更高的推进效率，是开展火星乘员和货物任务以及向外太阳系科学任务的潜在技术，使得许多任务在许多情况下能够更快、更强大。INL将向以下公司授予12个月的合同，每个公司都将提出一个概念性的反应堆设计，以支持未来的任务需求：弗吉尼亚州林奇堡的BWX技术公司、圣地亚哥的通用原子电磁系统公司以及西雅图的超安全核技术公司。NASA还在研发一个用于月球和火星的裂变表面动力系统。NASA计划与DOE和INL合作，发布一个请求提案，要求行业提供一个10千瓦级系统的初步设计，NASA可以在月球表面进行演示。NASA的太空核技术投资组合由其太空技术任务局领导和资助。,"美国NASA正与能源部开展合作，通过政府与工业界的合作推进空间核技术研究项目，为深空探索项目奠定技术基础。
近期，基于NASA 2021财年预算，美国能源部爱达荷国家实验室（INL）向BWX技术、通用原子电磁系统和超安全核技术等三家公司售出了核热推进系统反应堆概念设计合同。每家公司都将获得500万美元，需在12个月时间内独立完成采用高丰度地浓缩铀核燃料的核热推进系统反应堆设计。在合同期结束时，INL国家实验室将对这三个反应堆概念设计方案进行设计审查，并将审查结果提交给NASA，用于支撑其未来的深空探索技术设计与开发。
另外，NASA也在推进用于月球和火星表面的裂变能源技术的发展，计划与能源部和INL合作，发布一份征询建议书，要求工业界初步设计一个10千瓦级的系统，为NASA的月面演示验证任务提供基础。"
"美国能源部SLAC国家加速器实验室的新型超导粒子加速器已成功冷却至零下456华氏度（或2开尔文），这是该加速器成为超导并能够以几乎零能量损失将电子提升至高能量的温度。这是升级项目Linac Coherent Light Source (LCLS) X射线自由电子激光器的一部分。LCLS-II预计将产生的X射线脉冲平均亮度将是LCLS的10,000倍，且每秒可达一百万次，这是当今最强大的X射线光源的世界纪录。新的加速器将推动X射线科学进入下一个阶段，为一系列新的研究铺平道路，提升我们开发革命性技术以应对社会面临的深刻挑战的能力。","近日，美国SLAC国家加速器实验室研究人员开发出一种新型超导X射线激光器。坐落在加利福尼亚州门洛帕克地下30英尺处，一条半英里长的隧道中容纳了一个新型超导粒子加速器,研究人员已经成功将该加速器冷却到零下456华氏度，在这个温度下，它可以将电子提升到高能量，而在这个过程中不会产生任何能量损失。该加速器产生的X射线脉冲比前一代加速器产生的X射线脉冲亮1万倍，而且其频率达到每秒钟100万次，使它能够在几分钟内产生以前需要几个月才能收集到的数据，这是迄今为止最强大的X射线光源。该成果将使X射线科学更上一层楼，为一系列全新研究铺平了道路。"
美国海军指导导弹专家要求雷神科技公司为BGM-109“战斧”导弹Block 5A提供导弹寻找器升级套件，使其能够击中海上移动舰船。海军航空系统司令部向位于亚利桑那州图森的雷神导弹与防御部门下达了一份价值4040万美元的订单，要求其建造低产量的海上打击“战斧”传感器寻找器套件，以提供中途和终端引导，使海上打击“战斧”（MST）能够从海军水面战舰和潜艇上攻击敌舰。寻找器套件将被安装在为海军重新认证的“战斧”导弹中。海上打击“战斧”Block-5A已更新寻找器技术和处理能力，使导弹能够击中海上移动目标。海上打击“战斧”将增强新的、更复杂的美国海军和空军的AGM-158C远程反舰导弹（LRASM）的能力，该导弹可以从海军的F/A-18E/F超级大黄蜂喷气式战斗轰炸机，以及空军的B-1B长程战略轰炸机上发射。,"美国海军导弹专家要求雷声技术公司为BGM-109“战斧”导弹Block 5A提供导引头升级组件，以提升该导弹打击海上移动目标的能力。
美海军航空系统司令部官员上周五宣布授予雷声导弹防御部门4040万美元的合同，用于低速生产的“海上打击战斧”导引头组件，以提供中段和末段制导，使“海上打击战斧”能够从海军水面战舰和潜艇上攻击敌舰。美国防部称，该导引头组件将安装在经过重新认证的海军“战斧”导弹中，预计于2024年10月完成。配备新型传感器和处理器的“战斧”导弹，能够击中海上移动目标，其打击海上目标和海下平台的能力将得到进一步提升。"
美国海军的黄蜂级两栖攻击舰 USS Bataan (LHD 5) 成功安装了首台永久性金属三维（3D）打印机。这是美国海军海洋系统司令部（NAVSEA）技术办公室和大西洋海军表面部队司令部的联合倡议。安装在 Bataan 的设备包括一套 Phillips Additive Hybrid 系统，该系统包括一个名为 Meltio3D 的激光金属线沉积头，与 Haas TM-1 计算机数控铣床集成在一起。此外，NAVSEA 工程师还在黄蜂级舰上安装了第二台3D打印机，用于生产聚合物（塑料）部件。新系统可以打印316L不锈钢，这是船舶系统中常见的材料。,"基于美国海军海上系统司令部（NAVSEA）技术办公室和大西洋海军水面部队指挥官的联合倡议，美国海军在“黄蜂”级两栖攻击舰巴丹号（LHD 5）安装了首台永久性金属3D打印机。该金属3D打印机采用飞利浦增材混合系统，该系统集成了激光金属丝沉积头“Meltio3D”和哈斯TM-1计算机数控铣床，具备增材和减材加工功能，可打印316L不锈钢材料，提供特定部件的具有成本效益的工业级制造能力。
除金属3D打印机外，NAVSEA工程师还在“黄蜂”级船上安装了一台用于生产聚合物（塑料）零部件的3D打印机，该打印机能够打印NAVSEA开发的300个增材制造技术数据包中的任意船舶零部件。"
"乌克兰政府希望通过众筹筹集足够的资金来建造100艘无人水面舰艇，以对抗俄罗斯的黑海舰队。乌克兰政府已经通过其UNITED24筹款平台发布了无人水面舰艇的新视频和图片，以吸引公众捐款。这些无人舰艇的长度为18英尺，可以携带高达400磅的战斗负荷，最高速度约为50英里/小时。每艘无人舰艇的价格为250,000美元，包括地面自主控制站、运输和储存系统以及“数据处理中心”。乌克兰总统泽连斯基表示，“我们必须保卫我们的海洋和和平城市，防止俄罗斯从船只上发射的导弹。”他还暗示这些无人舰艇已经在之前的战斗中展示了其效果。乌克兰海军司令奥列克西·奈日帕帕表示，“这样的海军无人机已经证明了他们的效果，并可以显著改变黑海的局势。”",乌克兰希望筹集足够的资金建造100艘无人驾驶的水面舰艇，以对抗俄罗斯的黑海舰队。这些无人艇能够打击约800千米以外的目标，携带多达180千克的战斗载荷，最高的最大速度约为43节。每艘无人舰艇的价格预计为25万美元，其包括一个陆基的自主控制站，一个运输和存储系统，以及一个数据处理中心。这些无人舰艇可以参与远程海上侦察和海岸监视、保卫港口基地和反击两栖行动等。在战争中，俄罗斯已经向乌克兰发射了4500多枚导弹，其中20%来自海上。 
美国国防部于2022年2月11日发布消息，下一代登陆艇，即舰对岸连接器（SSC）、气垫登陆艇（LCAC）已成功完成了与“卡特尔号”（USS Carter Hall，LSD 50）的井甲板互操作性测试。此次测试是舰船接口测试第一阶段的一部分，通过在“卡特尔号”上进行多次井甲板进出，验证了用户需求。LCAC的构造、尺寸和间隙与传统LCAC相似，确保了与现有的井甲板装备的两栖舰艇的兼容性。随着LCAC 103的交付和飞往NSWC巴拿马城，该项目目前正在对LCACs 104 - 116进行连续生产。计划在今年晚些时候交付四艘更多的艇。舰对岸连接器（SSC），也被称为LCAC 100类，是美国海军提出的一种用于替代气垫登陆艇（LCAC）的系统，最高速度为50节（58英里/小时；93公里/小时）。“卡特尔号”（LSD-50）是美国海军的哈珀斯渡口级船坞登陆舰，该舰于1993年10月2日下水，1995年9月30日投入服役。,美国防部2月11日发布信息称，下一代登陆艇“岸舰连接器”（SSC）成功完成了与美海军“卡特霍尔”号船坞登陆舰（LSD 50）的井甲板互操作性测试。该测试是作为舰船接口测试第一阶段的一部分进行的，通过在“卡特霍尔”号船坞登陆舰上执行多次井甲板进出，帮助验证用户需求。SSC是美国海军提出的一种新型气垫登陆艇（LCAC），也称为LCAC 100级，最高航速50节（93千米/小时），其构造、尺寸与传统LCAC相似，以确保与现有的两栖舰船相兼容。目前，LCAC 103已交付美海军水面作战中心巴拿马城分部，并正在进行LCAC 104–116的批量生产，今年晚些时候还将会有4艘交付。
美国前代理陆军部长约翰·惠特利建议，美国国防部应借鉴一级方程式赛车（F1）的先进技术，提高军事效率。美国空军研究实验室近期在德克萨斯州的西南研究所向政府和行业代表展示了先进自动化敏捷航空应用（A5）机器人系统的先进能力。惠特利认为，随着科技的飞速发展，武器设计的新方法也在不断涌现，包括现场3D打印和可以在网络空间进行实地测试的真实系统的虚拟副本。他强调，五角大楼必须更加积极地接纳科技竞赛，并调整其官僚体制以适应这一变化。他还指出，美国在经历了二十年的反恐战争后，现在正在努力迎头赶上近等级对手。中国和俄罗斯已经开始投资并进行现代化改造，以侵蚀美国的优势，并且他们的日益增长的侵略性已经使我们的国防现代化成为国家安全的当务之急。,美陆军前代理部长约翰·惠特利在一篇文章中表示，美国防部需改革部门流程，重视技术发展。首先，国防部应将数字化扩展到更多的能力和技术领域，包括维持现有部门运转和开展新的技术研发工作。其次，国防部在撰写提案要求、选择奖励对象和发布合同时，须重视先进技术发展以激励工业界。第三，国防部还应通过规范申请材料和加速技术认证过程，让工业发展道路更加顺畅。当今世界主要国家在大力发展技术，美国防部须通过大规模地实施数字化转型的方式积极应对，保持美国技术领先地位。
"英国皇家海军于2022年5月31日公布计划，将其猎杀潜艇升级为最新的巡航导弹系统。具体来说，所有的""敏锐""级潜艇将接受升级的""战斧""导弹，作为对潜艇主要远程武器进行2.65亿英镑升级的一部分。""战斧""地对地攻击导弹（TLAM）已从现有的Block IV型升级到V型，以确保其对未来威胁和防御的有效性。因此，英国的Block IV型库存计划在五年计划中，从7月开始转变为Block V型。此导弹长5.6米，重超过两吨，可以从其发射平台击中最远1000英里的目标。Block V型导弹的改进之处将包括提高阻止干扰/偏离其目标的能力。除了升级导弹本身，潜艇上的指挥系统和岸上支持也将进行现代化改造，以满足升级后的""战斧""的需求和要求。首批升级的""战斧""将于2024年交付给皇家海军舰队，计划在次年由""敏锐""级潜艇进行试射。",作为2.65亿英镑潜艇远程武器系统升级计划的一部分，英国海军拟对所有“机敏”级潜艇的巡航导弹系统进行升级，将现役“战斧”对陆攻击巡航导弹从Block Ⅳ型升级至Block Ⅴ型，以提高其反拦截和锁定目标的能力，确保其对未来威胁和防御仍然有效。升级工作将于2022年7月开始执行，利用5年时间完成，首批完成升级的“战斧”导弹将于2024年交付英国海军，并计划于次年由“机敏”级潜艇进行试射。
